"","Reference.Type","Record.Number","Author","Year","Title","Journal","Volume","Issue","Pages","Short.Title","Label","Editor","Book.Title","City","Publisher","Short.Title..A.new.bat..Chiroptera","Date","Number.of.Pages","Academic.Department","University","Advisor","Thesis.Type","Series.Title","Notes","Last.Update.Date","Type.of.Medium","URL","Accession.Number","Series.Editor"
"934"," Journal Article","319","R. M. Hunt, Jr.","2002a","Intercontinental migration of Neogene amphicyonids (Mammalia, Carnivora); appearance of the Eurasian beardog Ysengrinia in North America","American Museum Novitates","3384",NA,"1-54","Intercontinental migration of Neogene amphicyonids (Mammalia, Carnivora); appearance of the Eurasian beardog Ysengrinia in North America","319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935"," Journal Article","318","H. J. Cook and J. R. Macdonald","1962","New Carnivora from the Miocene and Pliocene of western Nebraska","Journal of Paleontology","36",NA,"560-567","New Carnivora from the Miocene and Pliocene of western Nebraska","318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936"," Journal Article","317","O. A. Peterson","1904","Osteology of Oxydactylus, a new genus of camels from the Loup Forks of Nebraska, with descriptions of two new species","Annals of Carnegie Museum","2","3","434-476","Osteology of Oxydactylus, a new genus of camels from the Loup Forks of Nebraska, with descriptions of two new species","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937"," Book Section","316","B. J. MacFadden and R. M. Hunt, Jr.","1998","Magnetic polarity stratigraphy and correlation of the Arikaree Group, Arikareean (late Oligocene-early Miocene) of northwestern Nebraska",NA,"325",NA,"143-165","Magnetic polarity stratigraphy and correlation of the Arikaree Group, Arikareean (late Oligocene-early Miocene) of northwestern Nebraska","316","D. O. Terry, Jr., H. E. LaGarry and R. M. Hunt, Jr.","Depositional environments, lithostratigraphy, and biostratigraphy of the White River and Arikaree Groups (late Eocene to early Miocene, North America)","Boulder","Geological Society of America",NA,NA,NA,NA,NA,NA,NA,"Geological Society of America Special Paper",NA,NA,NA,NA,NA,NA
"938"," Journal Article","315","R. M. Hunt, Jr.","1981","Geology and vertebrate paleontology of the Agate Fossil Beds National Monument and surrounding region, Sioux County, Nebraska (1972-1978)","National Geographic Society Research Reports","13",NA,"263-285","Geology and vertebrate paleontology of the Agate Fossil Beds National Monument and surrounding region, Sioux County, Nebraska (1972-1978)","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939"," Journal Article","314","R. M. Hunt, Jr.","2001","Small Oligocene amphicyonids from North America (Paradaphoenus, Mammalia, Carnivora)","American Museum Novitates","3331",NA,"1-20","Small Oligocene amphicyonids from North America (Paradaphoenus, Mammalia, Carnivora)","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940"," Journal Article","313","J. E. Martin and R. M. Hunt, Jr.","1985","Geological and paleontological road log from Pine Ridge, South Dakota, through the Agate Fossil Beds National Monument, to the South Dakota-Nebraska border north of Crawford","Dakoterra","2","2","61-98","Geological and paleontological road log from Pine Ridge, South Dakota, through the Agate Fossil Beds National Monument, to the South Dakota-Nebraska border north of Crawford","313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941"," Journal Article","312","F. B. Loomis","1911","The camels of the Harrison Beds, with three new species","American Journal of Science","181","181","65-70","The camels of the Harrison Beds, with three new species","312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942"," Journal Article","311","A. E. Wood","1936b","A new subfamily of heteromyid rodents from the Miocene of western North America","American Journal of Science","231","181","41-49","A new subfamily of heteromyid rodents from the Miocene of western North America","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943"," Book Section","310","D. R. Prothero","1996","Camelidae",NA,NA,NA,"609-651","Camelidae","310","D. R. Prothero and R. J. Emry","The terrestrial Eocene-Oligocene transition in North America","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944"," Journal Article","309","W. W. Korth","2001a","Comments on the systematics and classification of the beavers (Rodentia, Castoridae)","Journal of Mammalian Evolution","8","4","279-296","Comments on the systematics and classification of the beavers (Rodentia, Castoridae)","309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945"," Journal Article","308","L. D. Martin","1987","Beavers from the Harrison Formation (early Miocene) with a revision of Euhapsis","Dakoterra","3",NA,"73-91","Beavers from the Harrison Formation (early Miocene) with a revision of Euhapsis","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946"," Journal Article","307","J. R. Macdonald and J. E. Martin","1987","Arretotherium fricki (Artiodactyla, Anthracotheriidae) from the Hemingfordian (Miocene) Flint Hill local fauna in South Dakota","Dakoterra","3",NA,"57-62","Arretotherium fricki (Artiodactyla, Anthracotheriidae) from the Hemingfordian (Miocene) Flint Hill local fauna in South Dakota","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947"," Journal Article","306","J. E. Martin","1987","The cranium of Plesiosorex donroosai Green (Insectivora) from the Miocene of South Dakota","Dakoterra","3",NA,"63-67","The cranium of Plesiosorex donroosai Green (Insectivora) from the Miocene of South Dakota","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948"," Book Section","305","X. Xu","1996","Castoridae",NA,NA,NA,"417-432","Castoridae","305","D. R. Prothero and R. J. Emry","The Terrestrial Eocene-Oligocene Transition in North America","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949"," Journal Article","304","J. T. Gregory and T. Downs","1951","Bassariscus in Miocene faunas and ""Potamotherium lycopotamicum Cope""","Postilla","8",NA,"1-10","Bassariscus in Miocene faunas and ""Potamotherium lycopotamicum Cope""","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950"," Thesis","303","D. B. Wright","1983","Late Miocene Tayassuidae (Artiodactyla, Mammalia) of North America",NA,NA,NA,NA,"Late Miocene Tayassuidae (Artiodactyla, Mammalia) of North America","303",NA,NA,"Lincoln",NA,NA,NA,"viii+350","Geology","University of Nebraska",NA,"M.S.",NA,NA,NA,NA,NA,NA,NA
"951"," Journal Article","302","D. F. Hoffmeister","1959","New cricetid rodents from the Niobrara River Fauna, Nebraska","Journal of Paleontology","33","4","696-699","New cricetid rodents from the Niobrara River Fauna, Nebraska","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952"," Journal Article","301","J. R. Macdonald","1947","A new shrew from the Niobrara River Upper Miocene of Nebraska","American Journal of Science","245","2","123-126","A new shrew from the Niobrara River Upper Miocene of Nebraska","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953"," Journal Article","300","K. M. Reed","1962","Two new species of fossil talpid insectivores","Breviora","168",NA,"1-7","Two new species of fossil talpid insectivores","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954"," Journal Article","299","R. A. Stirton and P. O. McGrew","1935","A preliminary notice on the Miocene and Pliocene mammalian faunas near Valentine, Nebraska","American Journal of Science","229","170","125-132","A preliminary notice on the Miocene and Pliocene mammalian faunas near Valentine, Nebraska","299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955"," Thesis","298","C. C. Swisher, III","1982","Stratigraphy and biostratigraphy of the eastern portion of Wildcat Ridge, western Nebraska",NA,NA,NA,NA,"Stratigraphy and biostratigraphy of the eastern portion of Wildcat Ridge, western Nebraska","298",NA,NA,"Lincoln",NA,NA,NA,"iv + 172","Geology","University of Nebraska",NA,"M.S.",NA,NA,NA,NA,NA,NA,NA
"956"," Journal Article","297","T. Rothwell","2001","A partial skeleton of Pseudaelurus (Carnivora; Felidae) from the Nambé Member of the Tesque Formation, Española Basin, New Mexico","American Museum Novitates","3342",NA,"1-31","A partial skeleton of Pseudaelurus (Carnivora; Felidae) from the Nambé Member of the Tesque Formation, Española Basin, New Mexico","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957"," Journal Article","296","S. G. Lucas, R. J. Emry and S. E. Foss","1998","Taxonomy and distribution of Daeodon, an Oligocene-Miocene entelodont (Mammalia, Artiodactyla) from North America","Proceedings of the Biological Society of Washington","111","2","425-435","Taxonomy and distribution of Daeodon, an Oligocene-Miocene entelodont (Mammalia, Artiodactyla) from North America","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958"," Journal Article","295","L. Toohey","1959","The species of Nimravus (Carnivora, Felidae)","Bulletin of the American Museum of Natural History","118",NA,"71-112","The species of Nimravus (Carnivora, Felidae)","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959"," Journal Article","294","E. H. Barbour and C. B. Schultz","1935","A new Miocene dog, Mesocyon geringensis, sp. nov.","Bulletin of the Nebraska State Museum","1","43","407-418","A new Miocene dog, Mesocyon geringensis, sp. nov.","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960"," Journal Article","293","L. D. Martin","1980","The early evolution of the Cricetidae in North America","University of Kansas Paleontological Contributions","102",NA,"1-42","The early evolution of the Cricetidae in North America","293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961"," Journal Article","292","J. Alker","1969","Paciculus (Cricetinae, Incertae Sedis) teeth from the Miocene of Nebraska","Journal of Paleontology","43","1","171-174","Paciculus (Cricetinae, Incertae Sedis) teeth from the Miocene of Nebraska","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962"," Thesis","291","L. D. Martin","1973","The mammalian fauna of the lower Miocene Gering Formation of western Nebraska and the early evolution of the North American Cricetidae",NA,NA,NA,NA,"The mammalian fauna of the lower Miocene Gering Formation of western Nebraska and the early evolution of the North American Cricetidae","291",NA,NA,"Lawrence",NA,NA,NA,"264","Systematics and Ecology","University of Kansas",NA,"Ph.D.",NA,NA,NA,NA,NA,NA,NA
"963"," Journal Article","290","M. O. Woodburne","1996","Reappraisal of the Cormohipparion from the Valentine Formation, Nebraska","American Museum Novitates","3163",NA,"1-56","Reappraisal of the Cormohipparion from the Valentine Formation, Nebraska","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-004288",NA
"964"," Journal Article","289","J. G. Honey and G. A. Izett","1988","Paleontology, taphonomy, and stratigraphy of the Browns Park Formation (Oligocene and Miocene) near Maybell, Moffat County, Colorado","United States Geological Survey Professional Paper","1358",NA,"1-52","Paleontology, taphonomy, and stratigraphy of the Browns Park Formation (Oligocene and Miocene) near Maybell, Moffat County, Colorado","289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965"," Journal Article","288","P. O. McGrew","1938","Dental morphology of the Procyonidae with a description of Cynarctoides, gen. nov.","Field Museum of Natural History, Geological Series","6",NA,"323-339","Dental morphology of the Procyonidae with a description of Cynarctoides, gen. nov.","288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966"," Journal Article","287","M. R. Voorhies","1969","Taphonomy and population dynamics of an early Pliocene, vertebrate fauna, Knox County, Nebraska","Contributions to Geology, Special Paper, University of Wyoming","1",NA,"1-69","Taphonomy and population dynamics of an early Pliocene, vertebrate fauna, Knox County, Nebraska","287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967"," Journal Article","286","R. M. Hunt, Jr. and R. Skolnick","1996","The giant mustelid Megalictis from the early Miocene carnivore dens at Agate Fossil Beds National Monument, Nebraska; earliest evidence of dimorphism in New World Mustelidae (Carnivora, Mammalia)","Contributions to Geology, University of Wyoming","31","1","35-48","The giant mustelid Megalictis from the early Miocene carnivore dens at Agate Fossil Beds National Monument, Nebraska; earliest evidence of dimorphism in New World Mustelidae (Carnivora, Mammalia)","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968"," Journal Article","285","R. M. Hunt, Jr.","1985a","Faunal succession, lithofacies, and depositional environments in Arikaree rocks (lower Miocene) of the Hartville Table, Nebraska and Wyoming","Dakoterra","2","2","155-204","Faunal succession, lithofacies, and depositional environments in Arikaree rocks (lower Miocene) of the Hartville Table, Nebraska and Wyoming","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969"," Journal Article","284","R. M. Hunt, Jr.","1978","Depositional setting of a Miocene mammal assemblage, Sioux County, Nebraska (U.S.A.)","Palaeogeography, Palaeoclimatology, Palaeoecology","24","1","1-52","Depositional setting of a Miocene mammal assemblage, Sioux County, Nebraska (U.S.A.)","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970"," Journal Article","283","M. C. Coombs and W. P. Coombs, Jr.","1997","Analysis of the geology, fauna, and taphonomy of Morava Ranch Quarry, early Miocene of northwest Nebraska","Palaios","12","2","165-187","Analysis of the geology, fauna, and taphonomy of Morava Ranch Quarry, early Miocene of northwest Nebraska","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971"," Journal Article","282","R. M. Hunt, Jr.","1972","Miocene amphicyonids (Mammalia, Carnivora) from the Agate Spring Quarries, Sioux County, Nebraska","American Museum Novitates","2506",NA,"1-39","Miocene amphicyonids (Mammalia, Carnivora) from the Agate Spring Quarries, Sioux County, Nebraska","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972"," Journal Article","281","M. C. Coombs","1984","Excavation of a late Arikareean vertebrate assemblage in northwest Nebraska","National Geographic Society Research Reports","16",NA,"145-152","Excavation of a late Arikareean vertebrate assemblage in northwest Nebraska","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973"," Journal Article","280","W. W. Korth","1993a","Miosicista angulus, a new sicistine rodent (Zapodidae, Rodentia) from the Barstovian (Miocene) of Nebraska","Transactions of the Nebraska Academy of Sciences","20",NA,"97-101","Miosicista angulus, a new sicistine rodent (Zapodidae, Rodentia) from the Barstovian (Miocene) of Nebraska","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974"," Journal Article","279","M. R. Voorhies","1973","Early Miocene mammals from northeast Nebraska","Contributions to Geology, University of Wyoming","12","1","1-10","Early Miocene mammals from northeast Nebraska","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975"," Journal Article","278","A. J. Mead","1999","Enamel hypoplasia in Miocene rhinoceroses (Teleoceras) from Nebraska; evidence of severe physiological stress","Journal of Vertebrate Paleontology","19","2","391-397","Enamel hypoplasia in Miocene rhinoceroses (Teleoceras) from Nebraska; evidence of severe physiological stress","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976"," Journal Article","277","M. F. Skinner and B. J. MacFadden","1977","Cormohipparion n. gen. (Mammalia, Equidae) from the North American Miocene (Barstovian-Clarendonian)","Journal of Paleontology","51","5","912-926","Cormohipparion n. gen. (Mammalia, Equidae) from the North American Miocene (Barstovian-Clarendonian)","277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977"," Journal Article","276","X. Wang","1993","Transformation from plantigrady to digitigrady; functional morphology of locomotion in Hesperocyon (Canidae; Carnivora)","American Museum Novitates","3069",NA,"1-23","Transformation from plantigrady to digitigrady; functional morphology of locomotion in Hesperocyon (Canidae; Carnivora)","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978"," Journal Article","275","R. S. Lull","1922a","Restoration of Blastomeryx marshi","American Journal of Science","203","15","158-161","Restoration of Blastomeryx marshi","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979"," Journal Article","274","L. de Bonis","1981","Contribution a l'étude du genre Palaeogale Meyer (Mammalia, Carnivora)","Annales de Paléontologie (Vertébrés)","67","1","37-56","Contribution a l'étude du genre Palaeogale Meyer (Mammalia, Carnivora)","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980"," Journal Article","273","F. B. Loomis","1936a","Three new Miocene dogs and their phylogeny","Journal of Paleontology","10","1","44-52","Three new Miocene dogs and their phylogeny","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981"," Journal Article","272","M. R. Thorpe","1922a","Some Tertiary Carnivora in the Marsh Collection, with descriptions of new forms","American Journal of Science","203","18","423-455","Some Tertiary Carnivora in the Marsh Collection, with descriptions of new forms","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982"," Journal Article","271","R. S. Lull","1920","New Tertiary artiodactyls","American Journal of Science","200","296","83-130","New Tertiary artiodactyls","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983"," Journal Article","270","B. E. Bailey","1999","New Arikareean/Hemingfordian micromammal faunas from western Nebraska and their biostratigraphic significance","Journal of Vertebrate Paleontology, Supplement","19","3","30A-31A","New Arikareean/Hemingfordian micromammal faunas from western Nebraska and their biostratigraphic significance","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984"," Journal Article","269","W. W. Korth, B. E. Bailey and R. M. Hunt, Jr.","1990","Geomyoid rodents from the early Hemingfordian (Miocene) of Nebraska","Annals of Carnegie Museum","59","1","25-47","Geomyoid rodents from the early Hemingfordian (Miocene) of Nebraska","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985"," Journal Article","268","G. E. Ostrander","1986","Insectivora (Mammalia) from the Miocene (Hemingfordian) of western Nebraska","Transactions of the Nebraska Academy of Sciences","14",NA,"21-24","Insectivora (Mammalia) from the Miocene (Hemingfordian) of western Nebraska","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986"," Journal Article","267","L. D. Martin and R. G. Corner","1980","A new genus of cricetid rodent from the Hemingfordian (Miocene) of Nebraska","University of Kansas Paleontological Contributions","103",NA,"1-5","A new genus of cricetid rodent from the Hemingfordian (Miocene) of Nebraska","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987"," Journal Article","266","A. R. Tedrow, J. A. Baskin and S. F. Robison","1999","An additional occurrence of Simocyon (Mammalia, Carnivora, Procyonidae) in North America","Utah Geological Survey Miscellaneous Publication","99","1","487-493","An additional occurrence of Simocyon (Mammalia, Carnivora, Procyonidae) in North America","266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988"," Journal Article","265","L. B. Albright","1996","Insectivores, rodents, and carnivores of the Toledo Bend local fauna; an Arikareean (earliest Miocene) assemblage from the Texas coastal plain","Journal of Vertebrate Paleontology","16","3","458-473","Insectivores, rodents, and carnivores of the Toledo Bend local fauna; an Arikareean (earliest Miocene) assemblage from the Texas coastal plain","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989"," Journal Article","264","B. E. Bailey and H. F. Mead","1998","Companion Quarry; Nebraska's first late Hemingfordian microfauna","Proceedings of the Nebraska Academy of Sciences","108",NA,"43","Companion Quarry; Nebraska's first late Hemingfordian microfauna","264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990"," Journal Article","263","B. E. Bailey","1992","A new early Arikareean microfauna from northwestern Nebraska","Proceedings of the Nebraska Academy of Sciences","102",NA,"65","A new early Arikareean microfauna from northwestern Nebraska","263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991"," Journal Article","262","N. J. Czaplewski, B. E. Bailey and R. G. Corner","1999","Tertiary bats (Mammalia; Chiroptera) from northern Nebraska","Transactions of the Nebraska Academy of Sciences","25",NA,"83-93","Tertiary bats (Mammalia; Chiroptera) from northern Nebraska","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992"," Journal Article","261","X. Wang and R. H. Tedford","1992","The status of genus Nothocyon Matthew, 1899 (Carnivora); an arctoid not a canid","Journal of Vertebrate Paleontology","12","2","223-229","The status of genus Nothocyon Matthew, 1899 (Carnivora); an arctoid not a canid","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993"," Journal Article","260","H. F. Osborn","1921a","The evolution, phylogeny, and classification of the Proboscidea","American Museum Novitates","1",NA,"1-15","The evolution, phylogeny, and classification of the Proboscidea","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994"," Book Section","259","S. D. Webb","1998b","Cervidae and Bovidae",NA,"1",NA,"508-510","Cervidae and Bovidae","259","C. M. Janis, K. M. Scott and L. L. Jacobs","Evolution of Tertiary Mammals of North America.  Volume 1; Terrestrial Carnivores, Ungulates, and Ungulatelike Mammals","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995"," Journal Article","258","K. L. Seymour","1999","Morphological variation, phylogeny and possible ancestry of the South American small cats (SASC); Can the missing Lynx be identified?","Journal of Vertebrate Paleontology, Supplement","19","3","75A","Morphological variation, phylogeny and possible ancestry of the South American small cats (SASC); Can the missing Lynx be identified?","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996"," Journal Article","257","R. H. Tedford and J. Martin","2001","Plionarctos, a tremarctine bear (Ursidae; Carnivora) from western North America","Journal of Vertebrate Paleontology","21","2","311-321","Plionarctos, a tremarctine bear (Ursidae; Carnivora) from western North America","257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997"," Journal Article","256","L. B. Albright","1998a","New genus of tapir (Mammalia; Tapiridae) from the Arikareean (earliest Miocene) of the Texas Coastal Plain","Journal of Vertebrate Paleontology","18","1","200-217","New genus of tapir (Mammalia; Tapiridae) from the Arikareean (earliest Miocene) of the Texas Coastal Plain","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998"," Journal Article","255","A. E. Wood","1935a","Evolution and relationships of the heteromyid rodents","Annals of Carnegie Museum","24","7","73-262","Evolution and relationships of the heteromyid rodents","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999"," Journal Article","254","T. S. Kelly","1998a","New middle Miocene equid crania from California and their implications for the phylogeny of the Equini","Contributions in Science, Los Angeles County Museum","473",NA,"1-44","New middle Miocene equid crania from California and their implications for the phylogeny of the Equini","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000"," Journal Article","253","M. R. Thorpe","1924","A new species of extinct peccary from Oregon","American Journal of Science","207","41","393-397","A new species of extinct peccary from Oregon","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001"," Journal Article","252","X. Wang","1997","New cranial material of Simocyon from China, and its implications for phylogenetic relationship to the red panda (Ailurus)","Journal of Vertebrate Paleontology","17","1","184-198","New cranial material of Simocyon from China, and its implications for phylogenetic relationship to the red panda (Ailurus)","252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002"," Journal Article","251","J. R. Macdonald","1956a","The North American anthracotheres","Journal of Paleontology","30","3","615-645","The North American anthracotheres","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003"," Journal Article","250","A. E. Wood and R. L. Konizeski","1965","A new eutypomyid rodent form the Arikareean (Miocene) of Montana","Journal of Paleontology","39","3","492-496","A new eutypomyid rodent form the Arikareean (Miocene) of Montana","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004"," Book Section","249","R. K. Stucky","1998","Eocene bunodont and bunoselenodont Artiodactyla (""dichobunids"")",NA,"1",NA,"358-374","Eocene bunodont and bunoselenodont Artiodactyla (""dichobunids"")","249","C. M. Janis, K. M. Scott and L. L. Jacobs","Evolution of Tertiary Mammals of North America.  Volume 1; Terrestrial Carnivores, Ungulates, and Ungulatelike Mammals","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005"," Journal Article","248","R. H. Tedford and Z. Qiu","1996","A new canid genus from the Pliocene of Yushe, Shanxi Province","Vertebrata PalAsiatica","34","1","27-40","A new canid genus from the Pliocene of Yushe, Shanxi Province","248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006"," Thesis","247","B. L. Ruff","1972","A Hemphillian vertebrate fauna from Antelope County, Nebraska",NA,NA,NA,NA,"A Hemphillian vertebrate fauna from Antelope County, Nebraska","247",NA,NA,"Athens",NA,NA,NA,"106",NA,"University of Georgia",NA,"M. S.",NA,NA,NA,NA,NA,NA,NA
"1007"," Journal Article","246","M. O. Woodburne","1969","Systematics, biogeography, and evolution of Cynorca and Dyseohyus (Tayassuidae)","Bulletin of the American Museum of Natural History","141","2","271-356","Systematics, biogeography, and evolution of Cynorca and Dyseohyus (Tayassuidae)","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008"," Journal Article","245","J. A. Baskin","1989","Comments on new world Tertiary Procyonidae (Mammalia; Carnivora)","Journal of Vertebrate Paleontology","9","1","110-117","Comments on new world Tertiary Procyonidae (Mammalia; Carnivora)","245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009"," Journal Article","244","J. H. Wahlert","1976","Jimomys labaughi, a new geomyoid rodent from the early Barstovian of North America","American Museum Novitates","2591",NA,"1-6","Jimomys labaughi, a new geomyoid rodent from the early Barstovian of North America","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
